x,Sol_ap,Sol_exact
0.039152,32.4184,32.4161
0.03916,32.4164,32.4141
0.039168,32.4144,32.4121
0.039176,32.4124,32.4101
0.039184,32.4104,32.4081
0.039192,32.4084,32.4061
0.0392,32.4064,32.4041
0.039208,32.4044,32.4021
0.039216,32.4024,32.4002
0.039224,32.4005,32.3982
0.039232,32.3985,32.3962
0.03924,32.3965,32.3942
0.039248,32.3945,32.3922
0.039256,32.3925,32.3902
0.039264,32.3905,32.3882
0.039272,32.3885,32.3863
0.03928,32.3866,32.3843
0.039288,32.3846,32.3823
0.039296,32.3826,32.3803
0.039304,32.3806,32.3783
0.039312,32.3786,32.3764
0.03932,32.3767,32.3744
0.039328,32.3747,32.3724
0.039336,32.3727,32.3704
0.039344,32.3707,32.3684
0.039352,32.3687,32.3665
0.03936,32.3668,32.3645
0.039368,32.3648,32.3625
0.039376,32.3628,32.3605
0.039384,32.3608,32.3585
0.039392,32.3589,32.3566
0.0394,32.3569,32.3546
0.039408,32.3549,32.3526
0.039416,32.3529,32.3506
0.039424,32.351,32.3487
0.039432,32.349,32.3467
0.03944,32.347,32.3447
0.039448,32.345,32.3428
0.039456,32.3431,32.3408
0.039464,32.3411,32.3388
0.039472,32.3391,32.3368
0.03948,32.3372,32.3349
0.039488,32.3352,32.3329
0.039496,32.3332,32.3309
0.039504,32.3312,32.329
0.039512,32.3293,32.327
0.03952,32.3273,32.325
0.039528,32.3253,32.3231
0.039536,32.3234,32.3211
0.039544,32.3214,32.3191
0.039552,32.3194,32.3172
0.03956,32.3175,32.3152
0.039568,32.3155,32.3132
0.039576,32.3136,32.3113
0.039584,32.3116,32.3093
0.039592,32.3096,32.3073
0.0396,32.3077,32.3054
0.039608,32.3057,32.3034
0.039616,32.3037,32.3015
0.039624,32.3018,32.2995
0.039632,32.2998,32.2975
0.03964,32.2979,32.2956
0.039648,32.2959,32.2936
0.039656,32.2939,32.2917
0.039664,32.292,32.2897
0.039672,32.29,32.2878
0.03968,32.2881,32.2858
0.039688,32.2861,32.2838
0.039696,32.2842,32.2819
0.039704,32.2822,32.2799
0.039712,32.2803,32.278
0.03972,32.2783,32.276
0.039728,32.2763,32.2741
0.039736,32.2744,32.2721
0.039744,32.2724,32.2702
0.039752,32.2705,32.2682
0.03976,32.2685,32.2663
0.039768,32.2666,32.2643
0.039776,32.2646,32.2624
0.039784,32.2627,32.2604
0.039792,32.2607,32.2585
0.0398,32.2588,32.2565
0.039808,32.2568,32.2546
0.039816,32.2549,32.2526
0.039824,32.2529,32.2507
0.039832,32.251,32.2487
0.03984,32.249,32.2468
0.039848,32.2471,32.2448
0.039856,32.2452,32.2429
0.039864,32.2432,32.2409
0.039872,32.2413,32.239
0.03988,32.2393,32.237
0.039888,32.2374,32.2351
0.039896,32.2354,32.2332
0.039904,32.2335,32.2312
0.039912,32.2315,32.2293
0.03992,32.2296,32.2273
0.039928,32.2277,32.2254
0.039936,32.2257,32.2234
0.039944,32.2238,32.2215
0.039952,32.2218,32.2196
0.03996,32.2199,32.2176
0.039968,32.218,32.2157
0.039976,32.216,32.2138
0.039984,32.2141,32.2118
0.039992,32.2122,32.2099
0.04,32.2102,32.2079
0.040008,32.2083,32.206
0.040016,32.2063,32.2041
0.040024,32.2044,32.2021
0.040032,32.2025,32.2002
0.04004,32.2005,32.1983
0.040048,32.1986,32.1963
0.040056,32.1967,32.1944
0.040064,32.1947,32.1925
0.040072,32.1928,32.1905
0.04008,32.1909,32.1886
0.040088,32.189,32.1867
0.040096,32.187,32.1847
0.040104,32.1851,32.1828
0.040112,32.1832,32.1809
0.04012,32.1812,32.179
0.040128,32.1793,32.177
0.040136,32.1774,32.1751
0.040144,32.1755,32.1732
0.040152,32.1735,32.1712
0.04016,32.1716,32.1693
0.040168,32.1697,32.1674
0.040176,32.1677,32.1655
0.040184,32.1658,32.1635
0.040192,32.1639,32.1616
0.0402,32.162,32.1597
0.040208,32.1601,32.1578
0.040216,32.1581,32.1559
0.040224,32.1562,32.1539
0.040232,32.1543,32.152
0.04024,32.1524,32.1501
0.040248,32.1504,32.1482
0.040256,32.1485,32.1462
0.040264,32.1466,32.1443
0.040272,32.1447,32.1424
0.04028,32.1428,32.1405
0.040288,32.1409,32.1386
0.040296,32.1389,32.1367
0.040304,32.137,32.1347
0.040312,32.1351,32.1328
0.04032,32.1332,32.1309
0.040328,32.1313,32.129
0.040336,32.1294,32.1271
0.040344,32.1274,32.1252
0.040352,32.1255,32.1233
0.04036,32.1236,32.1213
0.040368,32.1217,32.1194
0.040376,32.1198,32.1175
0.040384,32.1179,32.1156
0.040392,32.116,32.1137
0.0404,32.1141,32.1118
0.040408,32.1121,32.1099
0.040416,32.1102,32.108
0.040424,32.1083,32.1061
0.040432,32.1064,32.1041
0.04044,32.1045,32.1022
0.040448,32.1026,32.1003
0.040456,32.1007,32.0984
0.040464,32.0988,32.0965
0.040472,32.0969,32.0946
0.04048,32.095,32.0927
0.040488,32.0931,32.0908
0.040496,32.0912,32.0889
0.040504,32.0893,32.087
0.040512,32.0874,32.0851
0.04052,32.0855,32.0832
0.040528,32.0836,32.0813
0.040536,32.0816,32.0794
0.040544,32.0797,32.0775
0.040552,32.0778,32.0756
0.04056,32.0759,32.0737
0.040568,32.074,32.0718
0.040576,32.0721,32.0699
0.040584,32.0702,32.068
0.040592,32.0683,32.0661
0.0406,32.0665,32.0642
0.040608,32.0646,32.0623
0.040616,32.0627,32.0604
0.040624,32.0608,32.0585
0.040632,32.0589,32.0566
0.04064,32.057,32.0547
0.040648,32.0551,32.0528
0.040656,32.0532,32.0509
0.040664,32.0513,32.049
0.040672,32.0494,32.0471
0.04068,32.0475,32.0452
0.040688,32.0456,32.0433
0.040696,32.0437,32.0414
0.040704,32.0418,32.0396
0.040712,32.0399,32.0377
0.04072,32.038,32.0358
0.040728,32.0362,32.0339
0.040736,32.0343,32.032
0.040744,32.0324,32.0301
0.040752,32.0305,32.0282
0.04076,32.0286,32.0263
0.040768,32.0267,32.0244
0.040776,32.0248,32.0226
0.040784,32.0229,32.0207
0.040792,32.0211,32.0188
0.0408,32.0192,32.0169
0.040808,32.0173,32.015
0.040816,32.0154,32.0131
0.040824,32.0135,32.0112
0.040832,32.0116,32.0094
0.04084,32.0097,32.0075
0.040848,32.0079,32.0056
0.040856,32.006,32.0037
0.040864,32.0041,32.0018
0.040872,32.0022,32
0.04088,32.0003,31.9981
0.040888,31.9985,31.9962
0.040896,31.9966,31.9943
0.040904,31.9947,31.9924
0.040912,31.9928,31.9906
0.04092,31.9909,31.9887
0.040928,31.9891,31.9868
0.040936,31.9872,31.9849
0.040944,31.9853,31.983
0.040952,31.9834,31.9812
0.04096,31.9816,31.9793
0.040968,31.9797,31.9774
0.040976,31.9778,31.9755
0.040984,31.9759,31.9737
0.040992,31.9741,31.9718
0.041,31.9722,31.9699
0.041008,31.9703,31.9681
0.041016,31.9685,31.9662
0.041024,31.9666,31.9643
0.041032,31.9647,31.9624
0.04104,31.9628,31.9606
0.041048,31.961,31.9587
0.041056,31.9591,31.9568
0.041064,31.9572,31.955
0.041072,31.9554,31.9531
0.04108,31.9535,31.9512
0.041088,31.9516,31.9494
0.041096,31.9498,31.9475
0.041104,31.9479,31.9456
0.041112,31.946,31.9438
0.04112,31.9442,31.9419
0.041128,31.9423,31.94
0.041136,31.9404,31.9382
0.041144,31.9386,31.9363
0.041152,31.9367,31.9344
0.04116,31.9349,31.9326
0.041168,31.933,31.9307
0.041176,31.9311,31.9289
0.041184,31.9293,31.927
0.041192,31.9274,31.9251
0.0412,31.9255,31.9233
0.041208,31.9237,31.9214
0.041216,31.9218,31.9196
0.041224,31.92,31.9177
0.041232,31.9181,31.9158
0.04124,31.9163,31.914
0.041248,31.9144,31.9121
0.041256,31.9125,31.9103
0.041264,31.9107,31.9084
0.041272,31.9088,31.9066
0.04128,31.907,31.9047
0.041288,31.9051,31.9028
0.041296,31.9033,31.901
0.041304,31.9014,31.8991
0.041312,31.8996,31.8973
0.04132,31.8977,31.8954
0.041328,31.8959,31.8936
0.041336,31.894,31.8917
0.041344,31.8922,31.8899
0.041352,31.8903,31.888
0.04136,31.8885,31.8862
0.041368,31.8866,31.8843
0.041376,31.8848,31.8825
0.041384,31.8829,31.8806
0.041392,31.8811,31.8788
0.0414,31.8792,31.8769
0.041408,31.8774,31.8751
0.041416,31.8755,31.8732
0.041424,31.8737,31.8714
0.041432,31.8718,31.8696
0.04144,31.87,31.8677
0.041448,31.8681,31.8659
0.041456,31.8663,31.864
0.041464,31.8644,31.8622
0.041472,31.8626,31.8603
0.04148,31.8608,31.8585
0.041488,31.8589,31.8566
0.041496,31.8571,31.8548
0.041504,31.8552,31.853
0.041512,31.8534,31.8511
0.04152,31.8516,31.8493
0.041528,31.8497,31.8474
0.041536,31.8479,31.8456
0.041544,31.846,31.8438
0.041552,31.8442,31.8419
0.04156,31.8424,31.8401
0.041568,31.8405,31.8383
0.041576,31.8387,31.8364
0.041584,31.8369,31.8346
0.041592,31.835,31.8327
0.0416,31.8332,31.8309
0.041608,31.8313,31.8291
0.041616,31.8295,31.8272
0.041624,31.8277,31.8254
0.041632,31.8258,31.8236
0.04164,31.824,31.8217
0.041648,31.8222,31.8199
0.041656,31.8204,31.8181
0.041664,31.8185,31.8163
0.041672,31.8167,31.8144
0.04168,31.8149,31.8126
0.041688,31.813,31.8108
0.041696,31.8112,31.8089
0.041704,31.8094,31.8071
0.041712,31.8075,31.8053
0.04172,31.8057,31.8034
0.041728,31.8039,31.8016
0.041736,31.8021,31.7998
0.041744,31.8002,31.798
0.041752,31.7984,31.7961
0.04176,31.7966,31.7943
0.041768,31.7948,31.7925
0.041776,31.7929,31.7907
0.041784,31.7911,31.7888
0.041792,31.7893,31.787
0.0418,31.7875,31.7852
0.041808,31.7856,31.7834
0.041816,31.7838,31.7816
0.041824,31.782,31.7797
0.041832,31.7802,31.7779
0.04184,31.7784,31.7761
0.041848,31.7765,31.7743
0.041856,31.7747,31.7725
0.041864,31.7729,31.7706
0.041872,31.7711,31.7688
0.04188,31.7693,31.767
0.041888,31.7675,31.7652
0.041896,31.7656,31.7634
0.041904,31.7638,31.7616
0.041912,31.762,31.7597
0.04192,31.7602,31.7579
0.041928,31.7584,31.7561
0.041936,31.7566,31.7543
0.041944,31.7547,31.7525
0.041952,31.7529,31.7507
0.04196,31.7511,31.7489
0.041968,31.7493,31.747
0.041976,31.7475,31.7452
0.041984,31.7457,31.7434
0.041992,31.7439,31.7416
0.042,31.7421,31.7398
0.042008,31.7403,31.738
0.042016,31.7384,31.7362
0.042024,31.7366,31.7344
0.042032,31.7348,31.7326
0.04204,31.733,31.7308
0.042048,31.7312,31.7289
0.042056,31.7294,31.7271
0.042064,31.7276,31.7253
0.042072,31.7258,31.7235
0.04208,31.724,31.7217
0.042088,31.7222,31.7199
0.042096,31.7204,31.7181
0.042104,31.7186,31.7163
0.042112,31.7168,31.7145
0.04212,31.715,31.7127
0.042128,31.7132,31.7109
0.042136,31.7114,31.7091
0.042144,31.7096,31.7073
0.042152,31.7078,31.7055
0.04216,31.706,31.7037
0.042168,31.7042,31.7019
0.042176,31.7024,31.7001
0.042184,31.7006,31.6983
0.042192,31.6988,31.6965
0.0422,31.697,31.6947
0.042208,31.6952,31.6929
0.042216,31.6934,31.6911
0.042224,31.6916,31.6893
0.042232,31.6898,31.6875
0.04224,31.688,31.6857
0.042248,31.6862,31.6839
0.042256,31.6844,31.6821
0.042264,31.6826,31.6803
0.042272,31.6808,31.6785
0.04228,31.679,31.6768
0.042288,31.6772,31.675
0.042296,31.6754,31.6732
0.042304,31.6736,31.6714
0.042312,31.6719,31.6696
0.04232,31.6701,31.6678
0.042328,31.6683,31.666
0.042336,31.6665,31.6642
0.042344,31.6647,31.6624
0.042352,31.6629,31.6606
0.04236,31.6611,31.6589
0.042368,31.6593,31.6571
0.042376,31.6575,31.6553
0.042384,31.6558,31.6535
0.042392,31.654,31.6517
0.0424,31.6522,31.6499
0.042408,31.6504,31.6481
0.042416,31.6486,31.6463
0.042424,31.6468,31.6446
0.042432,31.645,31.6428
0.04244,31.6433,31.641
0.042448,31.6415,31.6392
0.042456,31.6397,31.6374
0.042464,31.6379,31.6357
0.042472,31.6361,31.6339
0.04248,31.6344,31.6321
0.042488,31.6326,31.6303
0.042496,31.6308,31.6285
0.042504,31.629,31.6268
0.042512,31.6272,31.625
0.04252,31.6255,31.6232
0.042528,31.6237,31.6214
0.042536,31.6219,31.6196
0.042544,31.6201,31.6179
0.042552,31.6184,31.6161
0.04256,31.6166,31.6143
0.042568,31.6148,31.6125
0.042576,31.613,31.6108
0.042584,31.6113,31.609
0.042592,31.6095,31.6072
0.0426,31.6077,31.6054
0.042608,31.6059,31.6037
0.042616,31.6042,31.6019
0.042624,31.6024,31.6001
0.042632,31.6006,31.5984
0.04264,31.5988,31.5966
0.042648,31.5971,31.5948
0.042656,31.5953,31.593
0.042664,31.5935,31.5913
0.042672,31.5918,31.5895
0.04268,31.59,31.5877
0.042688,31.5882,31.586
0.042696,31.5865,31.5842
0.042704,31.5847,31.5824
0.042712,31.5829,31.5807
0.04272,31.5812,31.5789
0.042728,31.5794,31.5771
0.042736,31.5776,31.5754
0.042744,31.5759,31.5736
0.042752,31.5741,31.5718
0.04276,31.5723,31.5701
0.042768,31.5706,31.5683
0.042776,31.5688,31.5666
0.042784,31.5671,31.5648
0.042792,31.5653,31.563
0.0428,31.5635,31.5613
0.042808,31.5618,31.5595
0.042816,31.56,31.5577
0.042824,31.5583,31.556
0.042832,31.5565,31.5542
0.04284,31.5547,31.5525
0.042848,31.553,31.5507
0.042856,31.5512,31.549
0.042864,31.5495,31.5472
0.042872,31.5477,31.5454
0.04288,31.5459,31.5437
0.042888,31.5442,31.5419
0.042896,31.5424,31.5402
0.042904,31.5407,31.5384
0.042912,31.5389,31.5367
0.04292,31.5372,31.5349
0.042928,31.5354,31.5332
0.042936,31.5337,31.5314
0.042944,31.5319,31.5297
0.042952,31.5302,31.5279
0.04296,31.5284,31.5261
0.042968,31.5267,31.5244
0.042976,31.5249,31.5226
0.042984,31.5232,31.5209
0.042992,31.5214,31.5191
0.043,31.5197,31.5174
0.043008,31.5179,31.5157
0.043016,31.5162,31.5139
0.043024,31.5144,31.5122
0.043032,31.5127,31.5104
0.04304,31.5109,31.5087
0.043048,31.5092,31.5069
0.043056,31.5074,31.5052
0.043064,31.5057,31.5034
0.043072,31.5039,31.5017
0.04308,31.5022,31.4999
0.043088,31.5005,31.4982
0.043096,31.4987,31.4965
0.043104,31.497,31.4947
0.043112,31.4952,31.493
0.04312,31.4935,31.4912
0.043128,31.4917,31.4895
0.043136,31.49,31.4877
0.043144,31.4883,31.486
0.043152,31.4865,31.4843
0.04316,31.4848,31.4825
0.043168,31.483,31.4808
0.043176,31.4813,31.479
0.043184,31.4796,31.4773
0.043192,31.4778,31.4756
0.0432,31.4761,31.4738
0.043208,31.4744,31.4721
0.043216,31.4726,31.4704
0.043224,31.4709,31.4686
0.043232,31.4692,31.4669
0.04324,31.4674,31.4652
0.043248,31.4657,31.4634
0.043256,31.464,31.4617
0.043264,31.4622,31.46
0.043272,31.4605,31.4582
0.04328,31.4588,31.4565
0.043288,31.457,31.4548
0.043296,31.4553,31.453
0.043304,31.4536,31.4513
0.043312,31.4518,31.4496
0.04332,31.4501,31.4478
0.043328,31.4484,31.4461
0.043336,31.4466,31.4444
0.043344,31.4449,31.4427
0.043352,31.4432,31.4409
0.04336,31.4415,31.4392
0.043368,31.4397,31.4375
0.043376,31.438,31.4357
0.043384,31.4363,31.434
0.043392,31.4346,31.4323
0.0434,31.4328,31.4306
0.043408,31.4311,31.4288
0.043416,31.4294,31.4271
0.043424,31.4277,31.4254
0.043432,31.4259,31.4237
0.04344,31.4242,31.422
0.043448,31.4225,31.4202
0.043456,31.4208,31.4185
0.043464,31.4191,31.4168
0.043472,31.4173,31.4151
0.04348,31.4156,31.4134
0.043488,31.4139,31.4116
0.043496,31.4122,31.4099
0.043504,31.4105,31.4082
0.043512,31.4087,31.4065
0.04352,31.407,31.4048
0.043528,31.4053,31.403
0.043536,31.4036,31.4013
0.043544,31.4019,31.3996
0.043552,31.4002,31.3979
0.04356,31.3984,31.3962
0.043568,31.3967,31.3945
0.043576,31.395,31.3928
0.043584,31.3933,31.391
0.043592,31.3916,31.3893
0.0436,31.3899,31.3876
0.043608,31.3882,31.3859
0.043616,31.3865,31.3842
0.043624,31.3847,31.3825
0.043632,31.383,31.3808
0.04364,31.3813,31.3791
0.043648,31.3796,31.3773
0.043656,31.3779,31.3756
0.043664,31.3762,31.3739
0.043672,31.3745,31.3722
0.04368,31.3728,31.3705
0.043688,31.3711,31.3688
0.043696,31.3694,31.3671
0.043704,31.3677,31.3654
0.043712,31.3659,31.3637
0.04372,31.3642,31.362
0.043728,31.3625,31.3603
0.043736,31.3608,31.3586
0.043744,31.3591,31.3569
0.043752,31.3574,31.3552
0.04376,31.3557,31.3535
0.043768,31.354,31.3518
0.043776,31.3523,31.3501
0.043784,31.3506,31.3484
0.043792,31.3489,31.3466
0.0438,31.3472,31.3449
0.043808,31.3455,31.3432
0.043816,31.3438,31.3415
0.043824,31.3421,31.3398
0.043832,31.3404,31.3382
0.04384,31.3387,31.3365
0.043848,31.337,31.3348
0.043856,31.3353,31.3331
0.043864,31.3336,31.3314
0.043872,31.3319,31.3297
0.04388,31.3302,31.328
0.043888,31.3285,31.3263
0.043896,31.3268,31.3246
0.043904,31.3251,31.3229
0.043912,31.3235,31.3212
0.04392,31.3218,31.3195
0.043928,31.3201,31.3178
0.043936,31.3184,31.3161
0.043944,31.3167,31.3144
0.043952,31.315,31.3127
0.04396,31.3133,31.311
0.043968,31.3116,31.3093
0.043976,31.3099,31.3077
0.043984,31.3082,31.306
0.043992,31.3065,31.3043
0.044,31.3049,31.3026
0.044008,31.3032,31.3009
0.044016,31.3015,31.2992
0.044024,31.2998,31.2975
0.044032,31.2981,31.2958
0.04404,31.2964,31.2941
0.044048,31.2947,31.2925
0.044056,31.293,31.2908
0.044064,31.2914,31.2891
0.044072,31.2897,31.2874
0.04408,31.288,31.2857
0.044088,31.2863,31.284
0.044096,31.2846,31.2824
0.044104,31.2829,31.2807
0.044112,31.2813,31.279
0.04412,31.2796,31.2773
0.044128,31.2779,31.2756
0.044136,31.2762,31.2739
0.044144,31.2745,31.2723
0.044152,31.2729,31.2706
0.04416,31.2712,31.2689
0.044168,31.2695,31.2672
0.044176,31.2678,31.2656
0.044184,31.2661,31.2639
0.044192,31.2645,31.2622
0.0442,31.2628,31.2605
0.044208,31.2611,31.2588
0.044216,31.2594,31.2572
0.044224,31.2578,31.2555
0.044232,31.2561,31.2538
0.04424,31.2544,31.2521
0.044248,31.2527,31.2505
0.044256,31.2511,31.2488
0.044264,31.2494,31.2471
0.044272,31.2477,31.2455
0.04428,31.246,31.2438
0.044288,31.2444,31.2421
0.044296,31.2427,31.2404
0.044304,31.241,31.2388
0.044312,31.2394,31.2371
0.04432,31.2377,31.2354
0.044328,31.236,31.2338
0.044336,31.2344,31.2321
0.044344,31.2327,31.2304
0.044352,31.231,31.2288
0.04436,31.2293,31.2271
0.044368,31.2277,31.2254
0.044376,31.226,31.2237
0.044384,31.2243,31.2221
0.044392,31.2227,31.2204
0.0444,31.221,31.2188
0.044408,31.2194,31.2171
0.044416,31.2177,31.2154
0.044424,31.216,31.2138
0.044432,31.2144,31.2121
0.04444,31.2127,31.2104
0.044448,31.211,31.2088
0.044456,31.2094,31.2071
0.044464,31.2077,31.2054
0.044472,31.2061,31.2038
0.04448,31.2044,31.2021
0.044488,31.2027,31.2005
0.044496,31.2011,31.1988
0.044504,31.1994,31.1972
0.044512,31.1978,31.1955
0.04452,31.1961,31.1938
0.044528,31.1944,31.1922
0.044536,31.1928,31.1905
0.044544,31.1911,31.1889
0.044552,31.1895,31.1872
0.04456,31.1878,31.1856
0.044568,31.1862,31.1839
0.044576,31.1845,31.1822
0.044584,31.1829,31.1806
0.044592,31.1812,31.1789
0.0446,31.1795,31.1773
0.044608,31.1779,31.1756
0.044616,31.1762,31.174
0.044624,31.1746,31.1723
0.044632,31.1729,31.1707
0.04464,31.1713,31.169
0.044648,31.1696,31.1674
0.044656,31.168,31.1657
0.044664,31.1663,31.1641
0.044672,31.1647,31.1624
0.04468,31.163,31.1608
0.044688,31.1614,31.1591
0.044696,31.1597,31.1575
0.044704,31.1581,31.1558
0.044712,31.1564,31.1542
0.04472,31.1548,31.1525
0.044728,31.1532,31.1509
0.044736,31.1515,31.1492
0.044744,31.1499,31.1476
0.044752,31.1482,31.146
0.04476,31.1466,31.1443
0.044768,31.1449,31.1427
0.044776,31.1433,31.141
0.044784,31.1416,31.1394
0.044792,31.14,31.1377
0.0448,31.1384,31.1361
0.044808,31.1367,31.1345
0.044816,31.1351,31.1328
0.044824,31.1334,31.1312
0.044832,31.1318,31.1295
0.04484,31.1302,31.1279
0.044848,31.1285,31.1263
0.044856,31.1269,31.1246
0.044864,31.1253,31.123
0.044872,31.1236,31.1213
0.04488,31.122,31.1197
0.044888,31.1203,31.1181
0.044896,31.1187,31.1164
0.044904,31.1171,31.1148
0.044912,31.1154,31.1132
0.04492,31.1138,31.1115
0.044928,31.1122,31.1099
0.044936,31.1105,31.1083
0.044944,31.1089,31.1066
0.044952,31.1073,31.105
0.04496,31.1056,31.1034
0.044968,31.104,31.1017
0.044976,31.1024,31.1001
0.044984,31.1007,31.0985
0.044992,31.0991,31.0968
0.045,31.0975,31.0952
0.045008,31.0959,31.0936
0.045016,31.0942,31.092
0.045024,31.0926,31.0903
0.045032,31.091,31.0887
0.04504,31.0893,31.0871
0.045048,31.0877,31.0854
0.045056,31.0861,31.0838
0.045064,31.0845,31.0822
0.045072,31.0828,31.0806
0.04508,31.0812,31.0789
0.045088,31.0796,31.0773
0.045096,31.078,31.0757
0.045104,31.0763,31.0741
0.045112,31.0747,31.0724
0.04512,31.0731,31.0708
0.045128,31.0715,31.0692
0.045136,31.0698,31.0676
0.045144,31.0682,31.066
0.045152,31.0666,31.0643
0.04516,31.065,31.0627
0.045168,31.0634,31.0611
0.045176,31.0617,31.0595
0.045184,31.0601,31.0579
0.045192,31.0585,31.0562
0.0452,31.0569,31.0546
0.045208,31.0553,31.053
0.045216,31.0537,31.0514
0.045224,31.052,31.0498
0.045232,31.0504,31.0482
0.04524,31.0488,31.0465
0.045248,31.0472,31.0449
0.045256,31.0456,31.0433
0.045264,31.044,31.0417
0.045272,31.0423,31.0401
0.04528,31.0407,31.0385
0.045288,31.0391,31.0369
0.045296,31.0375,31.0352
0.045304,31.0359,31.0336
0.045312,31.0343,31.032
0.04532,31.0327,31.0304
0.045328,31.0311,31.0288
0.045336,31.0295,31.0272
0.045344,31.0278,31.0256
0.045352,31.0262,31.024
0.04536,31.0246,31.0224
0.045368,31.023,31.0208
0.045376,31.0214,31.0191
0.045384,31.0198,31.0175
0.045392,31.0182,31.0159
0.0454,31.0166,31.0143
0.045408,31.015,31.0127
0.045416,31.0134,31.0111
0.045424,31.0118,31.0095
0.045432,31.0102,31.0079
0.04544,31.0086,31.0063
0.045448,31.007,31.0047
0.045456,31.0054,31.0031
0.045464,31.0038,31.0015
0.045472,31.0022,30.9999
0.04548,31.0005,30.9983
0.045488,30.9989,30.9967
0.045496,30.9973,30.9951
0.045504,30.9957,30.9935
0.045512,30.9941,30.9919
0.04552,30.9925,30.9903
0.045528,30.9909,30.9887
0.045536,30.9893,30.9871
0.045544,30.9878,30.9855
0.045552,30.9862,30.9839
0.04556,30.9846,30.9823
0.045568,30.983,30.9807
0.045576,30.9814,30.9791
0.045584,30.9798,30.9775
0.045592,30.9782,30.9759
0.0456,30.9766,30.9743
0.045608,30.975,30.9727
0.045616,30.9734,30.9711
0.045624,30.9718,30.9695
0.045632,30.9702,30.9679
0.04564,30.9686,30.9663
0.045648,30.967,30.9648
0.045656,30.9654,30.9632
0.045664,30.9638,30.9616
0.045672,30.9622,30.96
0.04568,30.9607,30.9584
0.045688,30.9591,30.9568
0.045696,30.9575,30.9552
0.045704,30.9559,30.9536
0.045712,30.9543,30.952
0.04572,30.9527,30.9504
0.045728,30.9511,30.9489
0.045736,30.9495,30.9473
0.045744,30.9479,30.9457
0.045752,30.9464,30.9441
0.04576,30.9448,30.9425
0.045768,30.9432,30.9409
0.045776,30.9416,30.9393
0.045784,30.94,30.9378
0.045792,30.9384,30.9362
0.0458,30.9369,30.9346
0.045808,30.9353,30.933
0.045816,30.9337,30.9314
0.045824,30.9321,30.9298
0.045832,30.9305,30.9283
0.04584,30.9289,30.9267
0.045848,30.9274,30.9251
0.045856,30.9258,30.9235
0.045864,30.9242,30.9219
0.045872,30.9226,30.9204
0.04588,30.921,30.9188
0.045888,30.9195,30.9172
0.045896,30.9179,30.9156
0.045904,30.9163,30.914
0.045912,30.9147,30.9125
0.04592,30.9132,30.9109
0.045928,30.9116,30.9093
0.045936,30.91,30.9077
0.045944,30.9084,30.9062
0.045952,30.9069,30.9046
0.04596,30.9053,30.903
0.045968,30.9037,30.9014
0.045976,30.9021,30.8999
0.045984,30.9006,30.8983
0.045992,30.899,30.8967
0.046,30.8974,30.8952
0.046008,30.8958,30.8936
0.046016,30.8943,30.892
0.046024,30.8927,30.8904
0.046032,30.8911,30.8889
0.04604,30.8896,30.8873
0.046048,30.888,30.8857
0.046056,30.8864,30.8842
0.046064,30.8849,30.8826
0.046072,30.8833,30.881
0.04608,30.8817,30.8795
0.046088,30.8802,30.8779
0.046096,30.8786,30.8763
0.046104,30.877,30.8748
0.046112,30.8755,30.8732
0.04612,30.8739,30.8716
0.046128,30.8723,30.8701
0.046136,30.8708,30.8685
0.046144,30.8692,30.8669
0.046152,30.8676,30.8654
0.04616,30.8661,30.8638
0.046168,30.8645,30.8623
0.046176,30.863,30.8607
0.046184,30.8614,30.8591
0.046192,30.8598,30.8576
0.0462,30.8583,30.856
0.046208,30.8567,30.8544
0.046216,30.8552,30.8529
0.046224,30.8536,30.8513
0.046232,30.852,30.8498
0.04624,30.8505,30.8482
0.046248,30.8489,30.8467
0.046256,30.8474,30.8451
0.046264,30.8458,30.8435
0.046272,30.8443,30.842
0.04628,30.8427,30.8404
0.046288,30.8411,30.8389
0.046296,30.8396,30.8373
0.046304,30.838,30.8358
0.046312,30.8365,30.8342
0.04632,30.8349,30.8327
0.046328,30.8334,30.8311
0.046336,30.8318,30.8295
0.046344,30.8303,30.828
0.046352,30.8287,30.8264
0.04636,30.8272,30.8249
0.046368,30.8256,30.8233
0.046376,30.8241,30.8218
0.046384,30.8225,30.8202
0.046392,30.821,30.8187
0.0464,30.8194,30.8171
0.046408,30.8179,30.8156
0.046416,30.8163,30.814
0.046424,30.8148,30.8125
0.046432,30.8132,30.811
0.04644,30.8117,30.8094
0.046448,30.8101,30.8079
0.046456,30.8086,30.8063
0.046464,30.807,30.8048
0.046472,30.8055,30.8032
0.04648,30.8039,30.8017
0.046488,30.8024,30.8001
0.046496,30.8009,30.7986
0.046504,30.7993,30.7971
0.046512,30.7978,30.7955
0.04652,30.7962,30.794
0.046528,30.7947,30.7924
0.046536,30.7932,30.7909
0.046544,30.7916,30.7893
0.046552,30.7901,30.7878
0.04656,30.7885,30.7863
0.046568,30.787,30.7847
0.046576,30.7855,30.7832
0.046584,30.7839,30.7816
0.046592,30.7824,30.7801
0.0466,30.7808,30.7786
0.046608,30.7793,30.777
0.046616,30.7778,30.7755
0.046624,30.7762,30.774
0.046632,30.7747,30.7724
0.04664,30.7732,30.7709
0.046648,30.7716,30.7694
0.046656,30.7701,30.7678
0.046664,30.7686,30.7663
0.046672,30.767,30.7648
0.04668,30.7655,30.7632
0.046688,30.764,30.7617
0.046696,30.7624,30.7602
0.046704,30.7609,30.7586
